"","Variable","Title","Chromosome","Type","Lower_bound","Upper_bound","Mean","Median","Mode","Ground_truth","Sd"
"1","10^:prob_CN_missegregation","log10(prob_misseg)",NA,"CNA_probability","-5","-3",-3.49493469639993,-3.28305603568384,-3.04303097104308,-3.69897000433602,0.519666394230524
"2","1p","Selection rate - chromosome 1","1","Selection_rate","0.833333333333333","1.2",1.00618512434334,1.00609384254088,0.847882135530613,0.961699084268628,0.105743199937332
"3","2p","Selection rate - chromosome 2","2","Selection_rate","0.833333333333333","1.2",1.03452942868272,1.04871778263301,1.11409243212605,1.08592800450278,0.110605344626579
"4","3p","Selection rate - chromosome 3","3","Selection_rate","0.833333333333333","1.2",0.993359016524908,0.981902707054103,0.866118132003225,1.03025228965562,0.107050309645425
"5","4p","Selection rate - chromosome 4","4","Selection_rate","0.833333333333333","1.2",1.01574828385874,1.01510370309349,1.07182386512577,1.1417012902908,0.105969481087194
"6","5p","Selection rate - chromosome 5","5","Selection_rate","0.833333333333333","1.2",1.03267832429944,1.02844798293663,1.16963994970042,0.913770154441756,0.107918007209173
"7","6p","Selection rate - chromosome 6","6","Selection_rate","0.833333333333333","1.2",1.02088937064202,1.02607053641484,1.0220571275737,0.970029779285792,0.105919223641248
"8","7p","Selection rate - chromosome 7","7","Selection_rate","0.833333333333333","1.2",1.0363384770022,1.05681240979636,1.11496245119335,0.906574401133888,0.110860072286873
"9","8p","Selection rate - chromosome 8","8","Selection_rate","0.833333333333333","1.2",1.01492188727434,1.01126870091314,0.958207695403494,0.896478103563284,0.107704114755086
"10","9p","Selection rate - chromosome 9","9","Selection_rate","0.833333333333333","1.2",0.982792771904816,0.961217160373382,0.861973076317004,1.10764277623966,0.115456091026769
"11","10p","Selection rate - chromosome 10","10","Selection_rate","0.833333333333333","1.2",1.0002769070173,0.986543364664368,0.858647803546765,1.05700527691515,0.115228330202208
"12","11p","Selection rate - chromosome 11","11","Selection_rate","0.833333333333333","1.2",1.01004073370504,1.01511898539029,0.87445619225815,0.877034666415966,0.105700985919333
"13","12p","Selection rate - chromosome 12","12","Selection_rate","0.833333333333333","1.2",1.02998022799869,1.03888006809557,1.16387151646407,0.910953340846325,0.113487236893205
"14","13p","Selection rate - chromosome 13","13","Selection_rate","0.833333333333333","1.2",1.00680472979979,0.998776732464641,0.998008334098268,0.961461636769969,0.105429888614809
"15","14p","Selection rate - chromosome 14","14","Selection_rate","0.833333333333333","1.2",1.0010434777219,0.993729306705734,0.895176817679409,0.997995476212367,0.104152125463715
"16","15p","Selection rate - chromosome 15","15","Selection_rate","0.833333333333333","1.2",1.02627686294016,1.02497600158005,0.984751113709118,0.884600638399784,0.101959657169057
"17","16p","Selection rate - chromosome 16","16","Selection_rate","0.833333333333333","1.2",1.01336394969049,1.01669415551495,0.850384349785638,1.07231201732066,0.113854650598868
"18","17p","Selection rate - chromosome 17","17","Selection_rate","0.833333333333333","1.2",0.987909077883531,0.966845893786051,0.876950418773282,0.931071651988236,0.109312788451635
"19","18p","Selection rate - chromosome 18","18","Selection_rate","0.833333333333333","1.2",1.01669305591898,1.03208143871782,1.05274566101625,1.12410599779105,0.108295123544199
"20","19p","Selection rate - chromosome 19","19","Selection_rate","0.833333333333333","1.2",1.01782231680584,1.03078452244254,1.11745893345229,0.893546466798583,0.110028834923501
"21","20p","Selection rate - chromosome 20","20","Selection_rate","0.833333333333333","1.2",1.01035246376571,1.01273406713125,1.12491213939237,0.902073887970773,0.105680534545999
"22","21p","Selection rate - chromosome 21","21","Selection_rate","0.833333333333333","1.2",1.01165908113484,1.0027869902234,0.938284027104656,1.12314194411738,0.103994582727393
"23","22p","Selection rate - chromosome 22","22","Selection_rate","0.833333333333333","1.2",1.014674407376,1.01573038655315,1.01293895184081,1.11743991434341,0.104219257648013
